X1	X2	X3	X4	X5	X6
-5.677540	-1.033309	3.396491	1.050007	-0.335649	0.918791
-3.130849	-3.662932	1.895318	-0.914665	0.180541	1.456597
-4.302370	-2.928504	4.916141	-1.134800	-1.889610	3.048842
-0.435502	-2.529525	3.582260	2.829503	-0.642405	4.229225
1.640451	0.546704	1.047777	3.966743	1.286457	4.760146
0.303289	0.299584	0.924891	1.638220	0.924076	3.294806
-1.484191	-0.769586	-3.428394	0.284932	0.256350	5.239505
-0.288088	-1.977707	-2.920780	0.018880	3.469880	2.881341
-1.286406	-1.993379	-0.816864	-1.473038	3.108766	2.753816
-0.341245	1.214197	0.688655	-4.014621	3.291306	1.764629
1.583794	3.619120	0.747676	-1.474371	5.142901	-0.454120
2.715007	6.292691	4.717903	0.521012	3.921550	-0.133430
1.984895	5.129709	4.230134	-0.578073	1.981453	-0.967003
0.930256	3.164973	0.940872	-0.252425	0.493010	-0.409138
0.694488	-0.024318	-2.464383	-0.677647	1.356720	1.082965
-6.046211	0.239636	-2.596430	-2.707138	3.599584	1.791407
-3.054841	-5.503365	-0.024468	-1.604100	0.850399	2.116886
-4.160804	-0.716321	1.726204	-1.819732	0.034168	-0.404997
-0.935402	-2.778635	0.469286	-0.748635	0.436688	-2.630741
0.453364	-0.922805	2.278281	-1.659311	0.060861	-1.018648
-0.054407	0.898967	1.479188	-1.046259	1.613485	-1.600816
3.023682	-0.226519	0.191509	0.645119	1.086060	-2.338346
5.220932	2.125236	2.892243	2.924723	0.582187	-1.023438
1.401839	-0.087668	2.478993	3.525953	1.000864	0.086009
0.032104	1.014468	-0.323241	4.353107	0.850693	-3.051906
-3.175976	-1.460256	-3.619558	3.822684	0.900271	-1.508182
-6.739102	-2.560041	-4.377758	3.314486	1.591500	0.426580
-4.341576	-2.330788	-2.802640	-1.509191	-2.479020	-0.411719
-3.899697	-1.707496	-2.203802	-0.543845	-1.435591	-1.226179
-0.477170	0.337732	-2.063045	0.355521	-2.402713	-1.689300
1.436007	3.367398	3.067733	1.546409	-3.901885	-0.618982
3.407531	5.740099	2.332632	-1.023785	-2.044107	1.905276
4.945701	2.252536	0.593253	-4.801859	0.181920	1.296573
3.627115	1.669608	-0.247204	-1.408214	-1.093904	4.140410
2.889072	-1.267185	-0.801337	-1.452752	-2.595480	3.165987
3.786972	-1.422445	-2.226246	-0.610674	-3.156206	4.904504
0.210311	-1.353671	-2.893931	-3.020679	-2.487584	1.319562
-1.483609	-1.280865	-1.415890	-2.394568	0.453886	-0.038640
-3.297492	-1.074127	-1.046624	-3.766043	-1.247195	2.007699
-2.420338	-0.831957	-1.097132	-2.911403	1.217572	3.707980
0.583351	1.458843	0.629188	-3.082850	0.303488	2.607702
1.091774	-1.689026	-3.383765	1.107415	-1.445549	3.008466
-0.910769	-1.187266	-0.069190	3.579693	0.076962	3.115972
0.430519	2.365822	0.857313	2.309981	0.168122	-0.965480
0.537637	3.294540	0.662545	0.602680	0.773229	-2.651688
2.264785	1.336285	0.510007	0.187189	-2.054216	-2.050654
2.293660	1.516657	-1.670501	-1.706993	-2.922313	-2.623376
0.507462	1.190255	-3.210979	0.199933	-2.359763	-1.490654
-1.764810	-2.975720	-1.645526	1.063767	0.017635	-2.919388
-1.285858	-2.144771	-0.007543	3.476108	1.558081	-0.835277
-1.827683	-0.755497	-2.290527	5.263555	2.375874	-0.888520
-0.401386	1.053201	-1.452880	4.534008	3.451815	0.617281
2.328432	3.319523	0.835300	3.360265	4.297003	2.251629
1.597570	1.522967	1.175212	1.219427	4.304939	0.687924
0.950626	2.001333	1.279957	2.033492	3.468123	0.925966
3.838899	1.370121	1.778835	3.038659	1.817953	-0.011645
2.067789	3.170129	0.231546	2.835429	1.374032	-0.377308
4.728694	-0.095642	1.084091	1.466600	0.393558	-0.359622
4.212513	3.477406	1.338770	-2.095729	1.791231	-0.840886
2.228244	1.674073	0.631584	-2.569157	1.437552	-0.563101
4.547288	0.824059	1.659431	-3.156687	-0.053279	-1.160666
-0.794048	-3.621535	-1.378263	-4.497312	-3.573318	-3.005519
-0.932518	-1.788099	-2.549865	-1.942944	-2.033220	-0.799136
-1.982459	-2.087926	-2.995104	-2.253436	0.364193	0.502502
-1.628972	0.188282	-2.274081	-2.876989	-0.210582	1.357695
-0.905860	2.541724	0.506202	-1.081605	0.646754	3.577343
-1.643823	3.367199	-0.425757	-1.181986	-0.393704	1.913545
-1.899863	3.284206	0.229339	0.626764	-0.566157	-0.077099
-2.271283	3.994643	-0.260010	0.277745	0.189091	-0.757089
-0.718285	5.614210	1.128092	3.450353	1.609539	-1.387725
-2.172369	3.562604	1.808345	4.581186	-0.166017	2.098092
-1.036839	1.701326	0.225146	3.911043	1.815920	2.409462
-1.299296	-2.753628	-0.158808	4.077221	1.465748	4.723685
-1.875941	-1.287657	-0.842216	3.562718	1.672064	2.484360
-1.961377	-2.516862	1.642617	3.220231	1.511465	2.419488
-0.468005	-3.327146	-0.902209	1.502958	0.583448	2.755467
-1.064528	-1.812309	-1.895896	-0.355402	-1.116589	1.142498
-0.305348	-2.545053	-2.087046	-2.402253	-2.639450	-0.138019
-1.537466	-2.885378	-1.712361	-3.001097	-3.140137	-1.946186
-1.684685	-3.794187	-2.210344	-3.463235	-2.830752	-1.765602
-1.539106	-2.814479	0.180905	-1.874371	-2.009100	-1.719168
-0.893831	-2.219757	3.102184	1.705994	-2.041982	-1.232184
-1.066263	-2.726621	2.060090	4.143558	0.252198	-0.700551
-2.154903	-4.139272	4.623121	3.586717	-0.577261	-1.782568
-3.655154	-2.946812	2.981377	-0.919129	1.290236	-1.014336
-0.527018	0.199657	0.556855	1.460316	-2.690614	-1.876156
0.225004	0.508536	-1.189546	-2.776050	-0.293811	-3.184628
2.045010	3.833623	-0.086428	-2.347328	-2.490161	-0.540052
2.876097	4.673416	-0.472494	-3.167522	-2.998665	-1.306029
6.161163	1.336316	-0.066744	-1.027333	-2.507027	-2.758259
3.078506	-0.644281	-0.674080	-0.966163	-4.206749	-0.687742
2.150524	-2.824274	0.061295	0.416185	-1.584934	-2.685679
0.364015	-3.576364	-3.846119	-2.702192	2.143716	0.054030
-2.284423	-1.398353	-2.857624	-3.269294	1.725596	-0.739215
-2.827792	-0.463342	-2.550322	-1.222325	0.953505	-1.579816
-2.749594	-0.366532	-0.298915	-3.537286	1.904640	0.164228
-2.662532	-1.461824	-0.236504	-0.401480	0.473297	0.216917
-1.569008	-1.321918	-2.889691	-1.309008	-1.514525	-1.525251
-2.001323	-1.437316	-0.172277	-2.308174	-3.066930	0.151525
-1.547781	2.747781	-1.206463	-2.674178	-2.420521	-0.803657
0.596518	1.743372	0.075048	-1.460624	-3.110100	-2.389995
2.970571	4.324157	0.142655	0.629588	-3.023970	-1.852792
2.751775	1.349533	-0.231543	0.181354	-3.256933	-1.922547
1.764529	3.079101	-0.748747	0.235172	-1.952693	-0.613260
3.919530	0.726160	-0.346860	0.054842	0.224247	0.117768
4.318976	1.927108	-1.696982	-1.441340	2.126786	1.905736
1.465566	1.518645	2.118085	-2.264575	3.414321	4.264345
3.618897	1.335269	2.275540	0.392134	5.643448	3.158693
3.662066	1.728181	-0.279719	-1.765314	2.343066	1.022081
3.745772	3.057978	-0.622092	1.583480	1.973971	0.479208
3.806513	0.887061	1.528018	2.759812	2.412661	0.796774
3.673886	2.043528	3.131111	4.069081	1.687734	2.171677
1.794589	4.638879	3.975985	3.804085	3.021386	2.025719
1.396320	2.845912	4.776839	5.985523	4.054116	1.113997
1.300977	2.030328	4.713073	4.822793	1.687921	0.241013
0.076158	2.689425	3.028184	3.801592	4.537898	2.407366
-0.964939	1.721802	2.755871	5.312820	4.840244	1.147455
-2.483917	0.915060	2.310135	4.410674	6.057759	1.298979
0.512023	0.410597	2.798272	5.440753	4.688838	2.215339
-1.406323	0.856512	3.628883	4.734654	2.993680	0.001335
-0.206255	-2.233695	4.541467	4.929377	2.429583	-0.144335
-2.902276	-1.920025	4.022921	0.550520	2.521943	-0.445171
-0.587288	-1.123678	2.579346	-0.041719	2.638559	0.324028
-2.101393	0.404145	0.002641	-1.139641	2.648628	0.985560
-1.135693	1.875843	-0.899397	0.160652	3.244649	1.166226
-2.079591	0.993316	-0.549566	0.266759	3.846418	2.235225
0.906812	1.112064	-1.001869	0.981778	4.789835	1.349357
-0.646187	-0.513215	0.437993	0.516408	2.971996	1.179121
-0.150489	0.800879	-0.781279	-0.820953	4.233199	1.583817
-0.694097	3.434347	0.071513	0.494194	3.628643	0.231844
2.064887	4.294286	0.595568	-0.905651	1.297325	1.935504
3.651762	4.687997	0.662586	-0.402591	0.472144	-2.044606
0.689325	2.315780	2.577566	1.230973	-1.082303	-0.276084
0.835774	2.818333	1.573107	-2.403860	-2.084318	-2.105732
1.324608	0.575957	-1.612092	1.043010	0.377898	-0.900249
-1.567776	-1.793449	-0.315531	0.846880	-0.438258	-0.853937
-0.787580	-5.074085	-2.802210	-1.120250	0.594514	-1.811394
-3.233206	-3.869752	-1.367331	-2.411382	-1.042490	-0.781321
-3.023155	-4.303350	0.273907	-1.445916	-3.334471	-1.315020
2.254671	-0.691479	-1.824898	-0.660453	-2.039730	-1.474288
2.804768	-0.020140	-0.623646	-2.472194	-2.124069	-2.418728
4.203637	1.407167	0.247362	-1.602340	-2.202590	-1.721639
3.837474	-0.501658	-0.782073	-1.266692	-0.538495	-1.634421
4.555378	-1.275815	-0.020653	-1.734951	-3.841484	-1.391775
0.852246	-1.030205	-1.649277	-2.016518	-1.085961	-1.943700
-0.030222	0.765172	-1.549746	1.252207	-1.379825	-1.007697
3.368271	0.824617	-3.110961	3.424323	-0.233879	-1.329866
2.272524	0.550028	-1.668122	4.432330	1.831576	-2.472307
1.239834	-0.627595	0.260971	1.551726	-0.353361	-0.913920
2.093999	-2.156351	0.321818	1.704911	-1.126392	-0.907905
2.292119	0.347759	-1.073281	2.413785	-0.231718	-0.747062
3.212291	1.826135	-0.204528	3.144148	-0.138340	0.190809
1.838513	1.712977	0.546679	3.600198	1.528941	-1.816193
2.576384	1.504686	-0.798862	3.667435	2.744322	-1.753467
2.179602	1.063960	-0.436050	3.453059	2.035205	-0.315313
1.407766	-1.758001	0.461514	5.863170	2.439686	0.305768
0.068073	0.249505	2.110630	2.882367	3.243665	3.667777
-2.430178	-1.444224	2.321499	-0.302250	3.721742	2.153114
-1.681589	-1.730187	1.896821	-2.152981	-0.121686	2.641578
-4.222361	-0.980085	0.092294	-3.815826	0.795982	4.869470
-3.591596	-4.256917	1.143320	-1.550086	-1.860456	3.987691
-1.245195	-1.227583	-1.926403	-3.826360	-3.580800	3.563739
-0.563660	-2.024484	-1.020273	-2.528148	-3.743752	1.803815
0.736007	-1.522119	0.398209	-2.702551	-3.555712	-2.029080
4.301005	-0.396988	-2.173756	-0.227068	-4.717380	-2.671347
3.158132	2.150509	-0.870469	-0.910100	-2.119658	-0.928885
4.682387	0.207571	0.631770	1.288554	-2.283646	-2.613294
4.239768	0.233100	1.118362	0.726995	-0.467245	-2.615275
2.809374	-1.773906	-0.152293	-3.024479	-1.152455	-1.047026
0.796604	0.235454	0.050205	-2.575466	-0.019376	-0.495848
1.564556	-2.541919	-2.616943	-1.987866	-2.374810	-1.657240
-0.295571	-2.160726	-1.254339	-2.681580	-2.323956	-2.022702
-0.900880	-3.094366	-0.685281	-2.895705	-3.032815	-2.696633
-1.918970	-4.320340	-1.479669	-2.538443	-2.217688	-2.304535
-3.539643	-4.329347	-1.580302	-2.882793	-3.081274	-3.421705
-2.071902	-1.041087	-3.227082	-1.817953	-4.185574	-1.378544
-2.088946	1.152139	-3.178406	-2.362125	-0.954988	1.855849
-0.750377	4.010533	-2.159676	-0.646006	-0.228616	4.764173
-1.610197	1.151095	0.192410	-0.293597	1.107841	4.375430
-2.153207	2.369424	-0.666049	-0.576296	0.765984	4.473720
-2.405807	2.415720	-2.357451	0.910396	0.777812	2.149144
-0.389400	4.396885	0.121303	1.863381	1.743026	2.583200
0.721914	-0.813182	-0.230186	-1.603641	0.756625	0.877792
-3.135466	-4.476982	-0.754118	-2.424768	0.245009	-2.985883
-0.757442	-5.611212	-2.866092	-2.338101	-3.032420	-3.408622
-0.284614	-8.052774	-2.486008	-0.031138	-3.027664	-0.485525
-1.417484	-4.451367	-2.653066	-3.888178	-3.984823	-1.012492
-1.310253	-5.458891	-3.838764	-3.353520	-3.767595	-2.275622
-1.222321	-1.343846	-2.451003	-3.472764	-1.895180	-0.793714
0.229909	-0.851432	-0.620383	-2.481408	-2.995979	0.783731
-0.565662	0.829153	-2.113701	-2.076251	-1.314092	-1.014385
-1.203836	1.226407	-0.809159	-1.417393	-1.346917	-1.085361
-3.104114	-0.151369	-0.076055	-2.800132	-2.496254	-1.953598
1.285404	1.199626	-1.231489	1.155933	1.334297	-0.858794
-1.955584	4.389091	-2.063161	0.065003	2.104837	-1.187549
-0.720278	3.510027	-0.723470	-0.631221	3.348965	-0.792261
-0.572180	4.225434	0.376385	-0.595537	3.697383	0.786969
-1.832090	0.426812	-0.967095	-1.336245	-0.006709	-1.069957
-0.045109	0.046461	-1.510212	0.150257	3.798889	1.192361
-1.743737	0.646982	-3.061862	-2.909229	3.001379	-1.497076
2.880123	0.696875	-1.155047	-1.140603	1.916261	1.696433
4.171073	0.949939	-0.741466	-0.699363	-0.276664	0.683389
3.813110	1.347276	0.877483	-2.107108	-1.809997	0.196092
2.878935	3.090784	0.901899	1.539063	-2.080635	-0.603556
0.327746	3.073666	2.123583	-0.037247	-1.295379	-0.141655
1.469042	2.704620	2.155336	0.577362	-1.650727	0.710496
-3.409976	3.739246	2.551559	-2.121708	-1.074878	0.811798
-3.472409	2.983746	0.527452	-3.322155	-1.907333	2.103052
-1.815359	0.707919	0.086115	-0.576679	-3.542589	1.966958
-2.943926	-0.943635	0.219950	-3.496477	-2.769047	0.290319
-0.957010	-2.895315	-2.586244	-2.534349	-4.675705	-1.392066
0.433388	-4.277622	-3.909465	-1.846992	-4.654661	-2.069295
0.512668	-4.560355	-1.351512	-2.335605	-2.893016	-1.556867
0.011229	-1.756914	-1.075487	-1.662187	-3.663569	-0.018282
-0.445330	-1.483600	1.129114	0.024065	0.022583	0.052862
-1.322809	-2.041411	-1.270211	1.412651	-1.352261	-2.496134
0.151092	0.993452	0.046840	-1.258526	-2.791199	-3.852369
-0.684129	-1.753911	0.476367	-2.547765	-2.915330	-1.559943
0.019630	-0.458199	-3.191829	-2.170065	-2.727453	-0.072654
4.722766	-0.354313	0.817653	-2.356623	-1.231467	-2.704700
3.275181	2.298247	0.982512	2.409762	-0.497071	-1.351682
3.388572	0.889282	3.483651	0.087091	-1.867663	-0.955898
1.126541	-0.899808	3.443768	2.229067	-0.974543	-0.025346
-1.068714	-1.837624	3.449366	0.032090	-0.059809	-1.120226
-0.521492	-1.600266	2.283944	1.053764	0.277540	-1.933937
-1.395194	-3.246532	0.789904	-0.271611	-1.735595	-2.296176
-4.158021	-2.880224	1.884745	-2.465134	-3.335313	-0.085845
-1.045372	-3.491841	-1.574832	-5.042501	-2.486312	-0.869840
-2.093848	-3.472284	-2.187425	-3.630812	-3.673891	0.997239
-0.112950	-3.459852	-0.702435	-2.505264	-2.189949	-1.318607
-2.431376	-2.804046	-2.318761	-2.535257	-4.112185	-1.903477
-0.066229	-2.018065	-3.843202	-2.458488	-3.621897	-2.279068
-1.607307	-1.191909	-1.803658	-1.274755	-2.266683	-2.509682
-2.055811	2.107521	0.408473	-1.330957	-2.275344	0.463485
-0.095741	3.103125	4.979289	2.586507	-1.302177	0.410333
-0.756098	3.412003	3.113393	1.930540	1.696919	2.505564
-1.800781	3.647555	4.255584	1.346043	0.373246	-1.443622
-1.557991	3.366582	0.289063	0.023619	-0.622596	-2.394523
-0.247327	4.083582	1.595531	1.169767	-0.894405	-1.568338
-0.849191	4.758656	0.875489	0.065192	-1.046080	-1.782066
-1.519982	4.211103	0.936436	2.325893	1.539182	-1.027906
-3.132099	2.689724	2.668873	2.962273	5.471180	2.237945
-0.643644	4.155018	1.479101	4.390033	5.024317	1.810086
-2.837216	1.879085	2.185520	5.644476	5.831294	2.943920
-3.183516	-0.730676	0.827031	1.860602	5.894112	-1.227053
-1.136742	-3.449363	0.639135	0.049213	3.533473	1.843368
-1.925196	-3.723179	1.060131	-3.216288	-0.192122	-0.600314
-0.186078	-1.990522	-1.545980	-3.626701	0.025228	1.363500
-1.001787	-1.904893	-2.487097	-4.205524	-1.312274	2.500513
0.654077	0.851107	-2.758019	-4.441155	-1.154028	-0.830074
4.353114	0.511578	0.921853	-1.200292	-1.410633	-0.960461
3.873323	1.648821	0.981120	-3.023435	1.135613	-0.210845
2.562305	3.945834	-0.541418	-0.730581	1.440412	-1.811927
5.123259	2.966817	-0.701859	-0.066629	0.752365	-1.919804
4.707187	2.294471	-0.751104	2.414023	1.304774	-2.044975
1.508787	-0.222305	-1.851553	3.707375	-0.081062	-1.967639
2.366261	0.543488	-0.275604	2.686030	1.182961	-0.115096
-2.713693	-2.054350	0.076543	5.393289	0.419244	0.387258
-2.440073	-0.178620	1.293488	5.165453	2.041687	-1.365479
-2.973480	-1.107421	2.426231	3.831725	2.936593	-1.159204
-1.845814	0.689846	0.515772	4.163704	1.207562	-0.749916
-2.440574	-1.817819	2.032513	4.646693	0.884497	0.813886
-2.067860	-0.062917	0.418354	1.648593	-1.404902	-1.188497
0.877727	-2.355348	-1.657706	-2.423095	-0.270434	-0.568763
-0.176311	-3.241314	0.729434	-0.962069	0.729104	-0.372412
-0.419776	-1.744813	0.584175	-2.168428	-2.845288	0.779458
-1.792366	-1.891446	0.850617	-0.305471	0.677892	1.968547
-1.799182	-1.515315	1.079860	2.151703	-1.119655	2.503757
-1.260723	-0.475319	-0.904596	1.547096	-1.436527	1.658990
-3.429289	-0.988258	-0.833350	1.991308	-1.273924	0.510945
-2.750780	2.147366	-1.366002	0.355041	-0.032843	-1.398276
-1.664396	3.423053	-0.999952	-0.676603	-1.550384	-1.525571
1.223163	4.754703	0.335301	-3.381025	-1.157145	-1.338040
2.005498	5.870215	-0.607943	-1.409522	0.717275	0.932318
2.938809	6.110589	0.293816	1.020906	3.461377	-0.428495
1.572696	4.582625	2.005779	-0.940240	4.831263	-0.696979
1.202960	4.747021	0.244145	1.123641	4.129433	-0.053633
-0.157700	2.921278	0.722215	2.359651	3.540490	0.792845
-2.481383	2.978994	1.334089	1.834590	3.297234	-0.529545
-1.936789	1.623670	1.003367	4.782958	3.131766	0.929298
-0.605818	-1.118196	1.048950	4.056058	0.113989	-3.036825
-0.995869	-4.110403	-2.966163	1.387089	0.873502	-2.570812
0.624758	-2.157653	-1.994670	0.215353	-1.011693	-0.040363
2.621063	-0.184445	0.301028	-1.737350	-2.464994	-2.314778
6.449546	1.976120	-1.847669	-0.093120	-2.216301	-0.579454
5.866409	2.197540	0.271339	2.501746	-0.597512	-0.579292
5.217850	4.460917	0.561153	3.449347	1.494673	1.613510
4.935670	2.328549	0.143873	0.156884	1.289457	0.304852
5.295070	1.235535	1.546599	0.279857	-2.241461	-0.059265
3.946249	0.825875	0.919632	0.738768	-1.456578	0.704560
3.826009	-0.648931	2.207070	1.433616	-0.390094	-0.341572
2.426549	-0.204183	2.922116	1.852903	1.555891	-1.126960
0.982470	0.771617	2.286467	3.032728	1.660081	1.998595
-0.643127	0.526269	1.235326	4.711692	5.170274	2.764395
-1.510544	-0.041028	2.933191	4.771896	4.339873	3.579041
-2.051579	0.597127	5.312464	3.316840	2.629179	2.753434
-3.324032	-0.520168	2.690544	2.263124	2.532591	2.983773
-2.996503	-0.482613	2.381231	-2.169452	0.407713	3.145659
-0.659991	-3.156208	0.693025	-3.887287	0.494143	1.133094
-0.812396	-2.645253	-2.312473	-4.875981	-1.395416	0.289778
0.574782	-5.131951	-4.315863	-3.978033	-2.460964	-1.435590
0.130244	-2.699400	-0.100846	-1.947644	-1.250400	-1.787707
-3.490611	-2.675601	-1.384621	-1.442214	-2.798723	-1.198674
-1.032781	-2.848255	-2.908088	-1.748342	0.003268	-2.390590
0.104133	-2.974062	-2.793646	-1.641528	-3.885427	-2.441855
0.908232	-0.633323	-1.564797	0.933127	-2.204605	-3.319868
-0.754183	-0.837038	0.525961	4.392024	-0.493767	-1.389229
-1.842813	0.349592	2.085727	4.433162	-0.301412	0.024763
-1.376458	-0.562932	1.734601	3.429643	2.250561	2.550108
-1.894516	-0.916312	0.978084	4.956564	1.983854	3.003906
-2.209887	-2.466247	-0.574725	4.188127	0.037266	3.299058
-1.062472	-1.857339	1.163075	1.030732	-0.538902	4.898365
-1.094670	-2.037987	0.538784	0.717477	-0.122248	4.993525
0.782220	-1.817492	1.472602	1.749563	-0.752473	3.770941
0.445698	2.842546	2.641629	2.298889	-0.859174	3.779611
2.355364	2.676927	1.695965	4.916556	1.325747	4.036837
5.121318	2.481450	0.556709	3.027563	0.800293	4.000818
3.843461	0.002314	-1.681637	3.256809	2.210263	4.293454
3.864393	0.453720	0.062527	2.194294	0.362159	3.602347
0.143015	-2.221133	-1.805601	-1.132982	-1.474719	4.603096
-2.527674	-2.372745	-0.689819	-2.561220	-3.254671	2.998200
-0.362772	-1.677816	-1.378228	-1.662421	-1.941995	3.123061
-1.044080	-1.898546	-2.001027	-3.401483	-3.587991	2.947479
1.513802	-1.715337	-1.218716	-2.570810	-3.269760	3.349953
-0.093124	-0.249387	-2.382496	-4.199500	-1.425099	4.173783
1.470441	0.262102	-1.927066	-3.198354	-0.088808	2.782170
0.363498	2.759831	-5.115526	-0.388574	2.151312	0.052514
-0.620354	1.666000	-0.637076	0.211841	3.358163	0.511214
-0.526213	0.228008	-1.709716	2.272089	4.502645	0.191670
-1.944079	4.045854	-1.588646	3.371271	5.424659	2.215984
-0.310553	1.490340	0.873834	4.195084	3.611104	1.183954
-1.379133	0.595965	3.928324	1.723629	5.735483	2.835680
-3.296420	-0.134271	3.091725	1.645004	2.920994	0.037062
-3.531214	-1.118269	3.127036	1.024810	5.262638	0.114101
-0.249513	-0.483028	0.713058	1.759644	1.018716	-0.331804
-1.779618	0.299152	-1.062210	-0.870393	-0.344472	-1.931053
-0.244028	-1.958230	-1.765466	-0.446204	1.086875	-2.845147
0.186857	-1.064573	-2.577713	-3.164187	0.753156	-0.236584
-0.862064	-1.308477	-0.941648	-2.557546	2.767473	-0.437067
-3.310889	0.690857	-2.207572	-1.622779	3.673726	-1.020494
-1.875318	-0.244070	-2.857985	-2.845490	0.457914	-0.671766
-4.268551	-1.944258	-1.601587	0.259423	0.869039	-0.773383
-2.607488	-3.121408	0.983822	0.813757	-0.070500	-1.366346
-1.083429	-1.683618	1.091243	0.754711	-0.202202	-1.854154
-1.747573	1.183510	2.055275	1.845285	-2.577367	-1.384809
1.621680	-0.946322	3.635919	1.257477	-1.446695	2.336790
2.365631	-1.510515	2.228774	1.554687	-1.976185	3.448243
0.119778	-1.000269	2.435942	-3.014587	-2.579738	2.505048
-2.276777	-0.698483	-0.361779	-0.946645	-0.968652	1.668706
-1.762734	-3.376757	0.221012	-0.911190	-0.895728	3.254217
-0.463393	-2.017191	-1.732985	1.862778	-3.668866	2.678879
2.016646	1.952915	-3.036169	3.146258	-1.218365	-0.571506
1.815184	3.020962	-1.279341	4.290548	0.136775	-0.822541
4.964620	0.540150	-1.717401	4.315248	2.858953	1.177075
2.435355	3.883479	-0.870148	3.969856	2.323271	-0.734158
2.057789	1.064949	-1.217182	1.905471	0.979128	0.857759
2.324422	-0.969239	-1.644603	-2.149408	0.331124	-0.300475
0.885155	-1.529785	-0.915812	-4.518383	-2.013841	0.345441
-1.229213	-4.619089	-2.135108	-5.398355	-3.344166	-2.773595
1.715018	-4.238850	-1.507290	-3.473424	-2.514852	-2.595583
-0.040850	-0.128668	-2.410459	-3.054693	-5.183698	-3.088522
-0.668019	-3.730643	-3.793214	-2.552663	-5.345505	-1.551515
-0.325088	-3.621973	-3.758556	-2.020334	-4.482372	-4.190460
-0.309857	-3.460459	-1.430085	-1.926509	-2.906899	-2.541959
-0.982625	-3.358601	-3.584099	-2.052188	-4.736186	-2.865312
-1.854293	-4.178097	-1.447000	-3.543373	-1.443934	-2.747520
-1.999461	-1.555948	-2.446787	-1.333665	-0.755542	-2.181483
-0.453228	0.928948	0.282341	-2.165965	-0.069610	-0.546202
3.557705	-2.334210	0.192282	1.231025	2.283561	-1.079676
1.416939	-1.551521	3.690438	1.952503	2.251771	-0.929007
-1.740726	-1.025184	3.016009	2.447069	1.116722	-0.498096
-0.759591	-3.180199	2.274894	4.573122	-0.765289	-1.143542
-1.435454	-2.271866	1.159394	2.820859	1.264140	-2.713546
-1.022817	-3.334483	-1.257191	1.954979	-0.863292	-2.807009
-2.137679	-4.183350	-1.271061	-2.880818	-1.372984	-2.163331
-0.928141	-3.041167	-1.693017	-2.500235	-1.327738	-1.791513
-2.465101	-3.379534	-1.770157	-3.528172	-1.413553	-3.421355
-1.323361	-3.800849	-1.945982	-4.089332	-3.243729	-2.657559
-1.850020	-1.912311	-2.643491	-3.429914	-3.426767	-2.370523
-3.187278	-3.324122	-3.825285	-3.856022	-6.044866	-1.323750
-1.379735	-3.283479	-3.104163	-1.090856	-5.873228	-1.496439
-3.440192	-3.933982	-3.159226	-1.606717	-3.423951	-0.300492
-1.036748	-2.945830	-2.807873	-1.846207	-2.130136	-0.852807
-1.047604	0.215976	-3.624204	-2.876228	1.723116	-1.064588
-2.529260	-0.960362	-1.302720	0.353120	3.119705	0.924168
-0.660115	3.923856	1.568081	-0.184665	3.489731	-0.012543
0.089830	5.485732	2.827498	1.001515	2.925894	0.141081
2.555775	4.459465	6.459731	2.765760	3.768493	1.092839
4.901820	3.612856	4.213080	3.268067	3.628529	2.539330
3.836665	4.318006	3.413545	3.755536	5.072700	0.054753
2.495209	5.288916	4.652827	2.374965	2.763007	1.068308
2.436853	0.693986	1.375824	0.458953	3.093749	-0.646505
0.585095	-0.496183	0.651939	-0.182302	1.598826	0.333012
-0.649963	-1.387291	1.870770	-2.953501	1.014537	0.532360
-2.543522	-0.606937	1.797917	-0.907545	-0.579318	-1.067463
-4.556383	2.770180	0.776680	2.614464	-1.098539	-1.485456
0.587654	3.123161	4.371160	2.518225	-0.272926	-2.966821
2.610290	5.196406	6.300857	1.270437	-1.396081	-1.951257
4.710823	2.723815	3.530570	-0.235602	2.802097	0.057034
5.779853	1.074190	2.639700	2.231608	1.593006	0.760453
3.137281	4.539331	4.048746	1.179064	1.662448	1.998297
3.988506	2.009938	2.832008	1.099665	2.009120	2.528368
1.615827	1.860213	4.372887	1.640411	2.547223	0.818165
-0.238856	1.290656	4.628382	2.897699	4.193656	1.342486
-1.830943	3.536067	3.734194	3.506429	5.803118	0.127832
-1.935334	4.790247	3.507921	0.515299	4.751409	0.353602
-2.279731	1.821498	1.556265	0.229808	2.357229	0.274395
-2.156332	1.790618	2.387725	-1.286045	3.365577	1.765811
-2.550040	-3.215390	0.473001	-3.933262	-0.714148	-0.169550
-0.900753	-2.654827	-2.925907	-2.839644	-0.219046	-1.065490
1.560527	-3.039392	-2.662199	-2.812492	-1.732719	-0.724108
3.538199	1.259815	0.472325	-1.729507	-3.763765	-0.294705
1.856764	0.962896	1.359464	-3.030190	1.497713	-3.141282
4.837621	4.401451	1.054418	2.859057	1.688315	-3.862739
4.118470	4.380480	-0.316012	0.761032	1.994740	0.327724
4.262909	1.955084	-1.584327	1.052336	1.553089	1.928105
4.411639	1.936063	-2.062027	1.593066	1.799159	0.225005
3.684559	2.458018	1.182687	-0.761278	0.286051	1.386023
5.025368	1.802949	-1.861084	0.164402	-0.458537	1.559858
3.717165	1.319557	-0.491140	-1.798095	-1.362705	1.940810
1.747151	-2.237457	-3.554983	-3.621870	-1.253254	0.085879
2.131124	-3.483694	-1.205811	-1.750124	-2.291085	-0.262637
